Material Number,Material Group,Material type,Base Unit of Measure,Gross weight,Net weight,Weight Unit,Division,Material description,Plant,Batch Management,Purchasing Group,MRP Type,MRP Controller,Planned Deliv. Time,GR processing time,Period Indicator,Lot Sizing Procedure,ReOrder Level,Max Stock Level,Procurement Type,Special procurement,Sched. Margin Key,In-house production,QM Control Key,Loading Group,Batch Management(Plant),Availability check,Prod. stor. location,MRP Group,Planning Strategy Group,Storage loc. for EP,Valuation area,Valuation Type,Price control,Moving price,Standard price,Price unit,Valuation Class
TM-300-2614,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-261,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2615,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-261,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2616,800-504,HAWA,PC,0,0,KG,50,Fastners 300-261,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2617,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-261,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2618,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-261,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2619,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-261,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2620,800-504,HAWA,PC,0,0,KG,20,Fastners 300-262,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2621,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-262,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2622,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-262,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2623,800-504,HAWA,PC,0,0,KG,50,Fastners 300-262,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2624,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-262,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2625,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-262,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2626,800-504,HAWA,PC,0,0,KG,20,Fastners 300-262,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2627,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-262,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2628,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-262,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2629,800-504,HAWA,PC,0,0,KG,50,Fastners 300-262,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2630,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-263,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2631,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-263,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2632,800-504,HAWA,PC,0,0,KG,20,Fastners 300-263,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2633,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-263,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2634,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-263,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2635,800-504,HAWA,PC,0,0,KG,50,Fastners 300-263,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,X,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2636,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-263,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2637,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-263,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2638,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-263,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2639,800-504,HAWA,PC,0,0,KG,20,Fastners 300-263,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2640,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-264,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2641,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-264,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2642,800-504,HAWA,PC,0,0,KG,50,Fastners 300-264,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2643,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-264,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2644,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-264,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2645,800-504,HAWA,PC,0,0,KG,20,Fastners 300-264,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2646,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-264,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2647,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-264,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2648,800-504,HAWA,PC,0,0,KG,50,Fastners 300-264,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2649,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-264,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2650,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-265,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2651,800-504,HAWA,PC,0,0,KG,20,Fastners 300-265,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2652,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-265,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2653,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-265,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2654,800-504,HAWA,PC,0,0,KG,50,Fastners 300-265,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2655,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-265,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2656,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-265,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2657,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-265,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2658,800-504,HAWA,PC,0,0,KG,20,Fastners 300-265,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2659,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-265,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2660,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-266,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2661,800-504,HAWA,PC,0,0,KG,50,Fastners 300-266,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2662,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-266,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2663,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-266,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2664,800-504,HAWA,PC,0,0,KG,20,Fastners 300-266,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2665,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-266,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2666,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-266,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2667,800-504,HAWA,PC,0,0,KG,50,Fastners 300-266,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2668,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-266,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2669,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-266,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2670,800-504,HAWA,PC,0,0,KG,20,Fastners 300-267,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2671,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-267,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2672,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-267,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2673,800-504,HAWA,PC,0,0,KG,50,Fastners 300-267,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2674,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-267,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2675,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-267,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2676,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-267,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2677,800-504,HAWA,PC,0,0,KG,20,Fastners 300-267,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2678,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-267,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2679,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-267,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2680,800-504,HAWA,PC,0,0,KG,50,Fastners 300-268,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2681,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-268,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2682,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-268,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2683,800-504,HAWA,PC,0,0,KG,20,Fastners 300-268,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2684,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-268,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2685,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-268,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2686,800-504,HAWA,PC,0,0,KG,50,Fastners 300-268,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2687,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-268,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2688,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-268,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2689,800-504,HAWA,PC,0,0,KG,20,Fastners 300-268,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2690,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-269,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2691,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-269,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2692,800-504,HAWA,PC,0,0,KG,50,Fastners 300-269,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2693,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-269,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2694,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-269,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2695,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-269,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2696,800-504,HAWA,PC,0,0,KG,20,Fastners 300-269,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2697,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-269,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2698,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-269,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,X,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2699,800-504,HAWA,PC,0,0,KG,50,Fastners 300-269,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2700,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-270,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2701,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-270,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,X,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2702,800-504,HAWA,PC,0,0,KG,20,Fastners 300-270,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,X,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2703,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-270,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2704,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-270,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2705,800-504,HAWA,PC,0,0,KG,50,Fastners 300-270,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2706,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-270,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2707,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-270,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2708,800-504,HAWA,PC,0,0,KG,20,Fastners 300-270,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2709,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-270,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2710,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-271,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2711,800-504,HAWA,PC,0,0,KG,50,Fastners 300-271,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2712,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-271,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2713,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-271,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2714,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-271,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2715,800-504,HAWA,PC,0,0,KG,20,Fastners 300-271,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2716,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-271,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2717,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-271,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2718,800-504,HAWA,PC,0,0,KG,50,Fastners 300-271,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2719,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-271,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2720,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-272,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2721,800-504,HAWA,PC,0,0,KG,20,Fastners 300-272,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2722,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-272,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2723,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-272,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2724,800-504,HAWA,PC,0,0,KG,50,Fastners 300-272,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2725,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-272,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2726,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-272,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2727,800-504,HAWA,PC,0,0,KG,20,Fastners 300-272,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2728,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-272,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2729,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-272,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2730,800-504,HAWA,PC,0,0,KG,50,Fastners 300-273,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2731,800-502,HAWA,EA,0,0,KG,50,Electric Motor 300-273,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2732,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-273,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2733,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-273,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2734,800-504,HAWA,PC,0,0,KG,20,Fastners 300-273,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2735,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-273,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2736,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-273,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2737,800-504,HAWA,PC,0,0,KG,50,Fastners 300-273,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2738,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-273,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2739,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-273,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2740,800-504,HAWA,PC,0,0,KG,20,Fastners 300-274,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2741,800-502,HAWA,EA,0,0,KG,30,Electric Motor 300-274,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2742,800-503,HAWA,SET,0,0,KG,40,Mechanical Seal 300-274,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2743,800-504,HAWA,PC,0,0,KG,50,Fastners 300-274,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2744,800-502,HAWA,EA,0,0,KG,60,Electric Motor 300-274,1710,X,130,ND,130,30,2,M,0,0,0,F,,000,0,0000,001,X,,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2745,800-503,HAWA,SET,0,0,KG,10,Mechanical Seal 300-274,1710,,140,PD,140,30,2,M,EX,0,0,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
TM-300-2746,800-504,HAWA,PC,0,0,KG,20,Fastners 300-274,1710,,150,VB,150,10,1,M,HB,75,250,F,,000,0,0000,001,,02,,0000,10,6200,1710,,V,1,0,1,7920
